"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"767497059","07/09/14","The International 2014","Alliance","Nb","DIRE","Group Stage","1","36.43","9 - 18"
"767419503","07/09/14","The International 2014","Alliance","Titan","DIRE","Group Stage","1","51.23","23 - 32"
"767198624","07/09/14","The International 2014","iG","Alliance","RADIANT","Group Stage","1","56.57","41 - 20"
"748520139","06/29/14","ESL Frankfurt Finals","Alliance","iG","DIRE","Semifinals","2","31.68","13 - 32"
"748349410","06/29/14","ESL Frankfurt Finals","iG","Alliance","RADIANT","Semifinals","1","31.02","30 - 14"
"747154300","06/28/14","ESL Frankfurt Finals","Alliance","C9","RADIANT","Quarterfinals","2","83.15","38 - 54"
"747066559","06/28/14","ESL Frankfurt Finals","C9","Alliance","DIRE","Quarterfinals","1","33.50","14 - 34"
"737659888","06/23/14","D2CL Season 3","Power Rangers","Alliance","DIRE","Consolation Game Finals","4","12.18","4 - 18"
"737593498","06/23/14","D2CL Season 3","Power Rangers","Alliance","DIRE","Consolation Game Finals","3","19.73","10 - 26"
"737493402","06/23/14","D2CL Season 3","Power Rangers","Alliance","DIRE","Consolation Game Finals","2","36.22","23 - 31"
"737417289","06/23/14","D2CL Season 3","Power Rangers","Alliance","RADIANT","Consolation Game Finals","1","18.15","18 - 6"
"729330419","06/19/14","D2CL Season 3","Fnatic.EU","Alliance","RADIANT","Semifinals","3","22.55","20 - 7"
"729151693","06/19/14","D2CL Season 3","Fnatic.EU","Alliance","RADIANT","Semifinals","2","55.27","32 - 18"
"729046930","06/19/14","D2CL Season 3","Alliance","Fnatic.EU","DIRE","Semifinals","1","21.82","6 - 22"
"724015106","06/16/14","DreamLeague Season 1 Finals","Alliance","C9","RADIANT","Finals","5","33.57","23 - 11"
"723952356","06/16/14","DreamLeague Season 1 Finals","C9","Alliance","RADIANT","Finals","4","45.35","45 - 19"
"723850342","06/16/14","DreamLeague Season 1 Finals","Alliance","C9","RADIANT","Finals","3","54.62","29 - 22"
"723729189","06/16/14","DreamLeague Season 1 Finals","C9","Alliance","RADIANT","Finals","2","50.63","42 - 29"
"723637942","06/16/14","DreamLeague Season 1 Finals","Alliance","C9","RADIANT","Finals","1","27.15","25 - 7"
"722187017","06/15/14","DreamLeague Season 1 Finals","Alliance","C9","RADIANT","UB Finals","2","20.45","18 - 0"
"722113814","06/15/14","DreamLeague Season 1 Finals","C9","Alliance","DIRE","UB Finals","1","36.90","13 - 23"
"721893899","06/15/14","DreamLeague Season 1 Finals","Empire","Alliance","DIRE","UB Semifinals","3","27.77","4 - 18"
"721806403","06/15/14","DreamLeague Season 1 Finals","Alliance","Empire","DIRE","UB Semifinals","2","31.43","10 - 20"
"721693735","06/15/14","DreamLeague Season 1 Finals","Empire","Alliance","DIRE","UB Semifinals","1","40.50","13 - 24"
"719645591","06/14/14","DreamLeague Season 1 Finals","Fnatic.EU","Alliance","DIRE","UB Finals","2","28.87","6 - 18"
"719538315","06/14/14","DreamLeague Season 1 Finals","Alliance","Fnatic.EU","RADIANT","UB Finals","1","30.73","32 - 10"
"719150885","06/14/14","DreamLeague Season 1 Finals","Alliance","EG","RADIANT","UB Semifinals","1","47.72","21 - 3"
"693327618","06/01/14","WPC ACE 2014","Nb","Alliance","RADIANT","Consolation Game Finals","3","40.25","34 - 11"
"693202860","06/01/14","WPC ACE 2014","Alliance","Nb","DIRE","Consolation Game Finals","2","41.18","13 - 33"
"693082584","05/31/14","WPC ACE 2014","Nb","Alliance","DIRE","Consolation Game Finals","1","41.85","15 - 25"
"691099481","05/31/14","WPC ACE 2014","DK","Alliance","RADIANT","Semifinals","2","38.03","24 - 7"
"690961802","05/31/14","WPC ACE 2014","Alliance","DK","DIRE","Semifinals","1","24.58","4 - 17"
"687046653","05/29/14","WPC ACE 2014","Alliance","VG","RADIANT","Quarterfinals","3","30.95","25 - 7"
"686910669","05/29/14","WPC ACE 2014","VG","Alliance","DIRE","Quarterfinals","2","39.78","26 - 26"
"686756683","05/29/14","WPC ACE 2014","Alliance","VG","DIRE","Quarterfinals","1","57.05","24 - 33"
"681617264","05/26/14","WPC ACE 2014","Alliance","DT NGC","RADIANT","Group Stage","1","21.95","23 - 3"
"681482626","05/26/14","WPC ACE 2014","Alliance","iG","DIRE","Group Stage","1","37.55","4 - 15"
"681242203","05/26/14","WPC ACE 2014","Alliance","Titan","RADIANT","Group Stage","1","29.85","27 - 11"
"655238249","05/11/14","DreamLeague Season 1 Prelims","RoX.KIS","Alliance","RADIANT","Group Stage","1","33.12","38 - 17"
"654576343","05/11/14","DreamLeague Season 1 Prelims","Alliance","Fnatic.EU","DIRE","Group Stage","1","52.02","23 - 30"
"653132443","05/10/14","DreamLeague Season 1 Prelims","EG","Alliance","RADIANT","Group Stage","1","19.43","19 - 6"
"652850769","05/10/14","DreamLeague Season 1 Prelims","Alliance","Fnatic.EU","DIRE","Group Stage","1","45.25","29 - 36"
"647934457","05/07/14","DreamLeague Season 1 Prelims","Alliance","Empire","RADIANT","Group Stage","1","33.25","30 - 10"
"643141931","05/04/14","D2CL Season 3","Alliance","Relax","RADIANT","Group Stage","2","17.63","22 - 8"
"643056312","05/04/14","D2CL Season 3","Relax","Alliance","DIRE","Group Stage","1","36.37","23 - 37"
"641368857","05/03/14","D2L Western Challenge","EG","Alliance","RADIANT","Group Stage","3","23.70","35 - 10"
"641230160","05/03/14","D2L Western Challenge","EG","Alliance","DIRE","Group Stage","2","58.25","19 - 35"
"641134568","05/03/14","D2L Western Challenge","EG","Alliance","RADIANT","Group Stage","1","33.15","22 - 9"
"637826206","05/01/14","D2CL Season 3","EG","Alliance","DIRE","Group Stage","2","32.40","17 - 29"
"637733992","05/01/14","D2CL Season 3","Alliance","EG","RADIANT","Group Stage","1","20.08","16 - 6"
"637620547","05/01/14","D2CL Season 3","Alliance","VP","RADIANT","Group Stage","2","13.37","9 - 2"
"637544497","05/01/14","D2CL Season 3","VP","Alliance","DIRE","Group Stage","1","25.12","16 - 37"
"635778676","04/30/14","D2CL Season 3","Alliance","MYM 2","RADIANT","Group Stage","2","29.52","51 - 22"
"635667178","04/30/14","D2CL Season 3","MYM 2","Alliance","DIRE","Group Stage","1","39.90","24 - 48"
"630185898","04/27/14","Dreamhack Bucharest 2014","C9","Alliance","DIRE","Finals","2","24.48","9 - 30"
"630088610","04/27/14","Dreamhack Bucharest 2014","Alliance","C9","RADIANT","Finals","1","32.45","27 - 7"
"629087815","04/26/14","Dreamhack Bucharest 2014","Bears","Alliance","DIRE","LB Finals","2","24.88","8 - 29"
"628982311","04/26/14","Dreamhack Bucharest 2014","Alliance","Bears","RADIANT","LB Finals","1","32.08","26 - 10"
"628484826","04/26/14","Dreamhack Bucharest 2014","Alliance","C9","DIRE","UB Finals","3","33.92","9 - 24"
"628398985","04/26/14","Dreamhack Bucharest 2014","C9","Alliance","DIRE","UB Finals","2","22.43","7 - 20"
"628275541","04/26/14","Dreamhack Bucharest 2014","Alliance","C9","DIRE","UB Finals","1","49.98","25 - 35"
"628136276","04/26/14","Dreamhack Bucharest 2014","Alliance","Fnatic.EU","RADIANT","UB Semifinals","3","28.22","24 - 12"
"628056159","04/26/14","Dreamhack Bucharest 2014","Alliance","Fnatic.EU","DIRE","UB Semifinals","2","30.22","5 - 29"
"627958531","04/26/14","Dreamhack Bucharest 2014","Fnatic.EU","Alliance","DIRE","UB Semifinals","1","43.05","15 - 25"
"624177654","04/23/14","D2L Western Challenge","RoX.KIS","Alliance","RADIANT","Group Stage","2","43.97","52 - 25"
"624073412","04/23/14","D2L Western Challenge","Alliance","RoX.KIS","DIRE","Group Stage","1","48.83","43 - 36"
"617404777","04/19/14","StarSeries IX Finals","Alliance","Empire","DIRE","LB Quarterfinals","1","35.35","22 - 24"
"616486143","04/18/14","StarSeries IX Finals","Alliance","EG","DIRE","UB Semifinals","2","68.72","51 - 43"
"616428333","04/18/14","StarSeries IX Finals","EG","Alliance","RADIANT","UB Semifinals","1","26.87","18 - 7"
"615298820","04/17/14","StarSeries IX Finals","Empire","Alliance","DIRE","Group Stage","1","32.17","6 - 20"
"614443715","04/17/14","StarSeries IX Finals","MVP Phoenix","Alliance","DIRE","Group Stage","1","32.38","17 - 39"
"613927995","04/17/14","StarSeries IX Finals","Alliance","DK","DIRE","Group Stage","1","54.00","23 - 37"
"611928828","04/15/14","D2L Western Challenge","Fnatic.EU","Alliance","RADIANT","Group Stage","2","15.38","17 - 1"
"611878336","04/15/14","D2L Western Challenge","Fnatic.EU","Alliance","RADIANT","Group Stage","1","32.47","23 - 12"
"610550812","04/14/14","D2L Western Challenge","NaVi","Alliance","RADIANT","Group Stage","3","41.03","37 - 27"
"610510725","04/14/14","D2L Western Challenge","NaVi","Alliance","RADIANT","Group Stage","2","27.92","24 - 6"
"610447143","04/14/14","D2L Western Challenge","Alliance","NaVi","RADIANT","Group Stage","1","38.27","30 - 22"
"610263617","04/14/14","DreamLeague Season 1 Prelims","Alliance","NaVi","RADIANT","Group Stage","1","33.70","16 - 4"
"610175556","04/14/14","WPC ACE 2014: Western Qualifiers","Empire","Alliance","DIRE","Tiebreaker","1","24.00","6 - 31"
"610041461","04/14/14","WPC ACE 2014: Western Qualifiers","SIGMA.int","Alliance","RADIANT","Tiebreaker","1","61.82","43 - 24"
"609024398","04/13/14","D2CL 2","Empire","Alliance","RADIANT","Consolation Game Finals","4","38.28","37 - 24"
"608936604","04/13/14","D2CL 2","Alliance","Empire","DIRE","Consolation Game Finals","3","46.60","26 - 45"
"608868438","04/13/14","D2CL 2","Empire","Alliance","RADIANT","Consolation Game Finals","2","24.10","26 - 4"
"608750878","04/13/14","D2CL 2","Alliance","Empire","RADIANT","Consolation Game Finals","1","52.68","52 - 39"
"606943590","04/12/14","WPC ACE 2014: Western Qualifiers","Fnatic.EU","Alliance","RADIANT","Group Stage","2","29.60","31 - 15"
"606815926","04/12/14","WPC ACE 2014: Western Qualifiers","Alliance","Fnatic.EU","DIRE","Group Stage","1","46.83","34 - 29"
"606700270","04/12/14","WPC ACE 2014: Western Qualifiers","SIGMA.int","Alliance","RADIANT","Group Stage","2","23.03","27 - 8"
"606577888","04/12/14","WPC ACE 2014: Western Qualifiers","Alliance","SIGMA.int","RADIANT","Group Stage","1","31.65","18 - 13"
"604951278","04/11/14","WPC ACE 2014: Western Qualifiers","Empire","Alliance","RADIANT","Group Stage","2","30.68","31 - 15"
"604812525","04/11/14","WPC ACE 2014: Western Qualifiers","Alliance","Empire","RADIANT","Group Stage","1","47.33","36 - 21"
"603874302","04/10/14","WPC ACE 2014: Western Qualifiers","Alliance","C9","RADIANT","Group Stage","2","52.28","38 - 17"
"603798571","04/10/14","WPC ACE 2014: Western Qualifiers","C9","Alliance","DIRE","Group Stage","1","39.98","13 - 20"
"602478239","04/09/14","D2L Western Challenge","Liquid","Alliance","DIRE","Group Stage","2","17.72","4 - 19"
"602413445","04/09/14","D2L Western Challenge","Alliance","Liquid","RADIANT","Group Stage","1","28.97","23 - 15"
"602089950","04/09/14","StarSeries IX Prelims: Europe","Alliance","C9","RADIANT","Tiebreaker","1","52.33","27 - 11"
"601976562","04/09/14","StarSeries IX Prelims: Europe","Alliance","RoX.KIS","RADIANT","Tiebreaker","1","27.17","26 - 21"
"601072579","04/08/14","D2L Western Challenge","C9","Alliance","RADIANT","Group Stage","2","46.32","34 - 30"
"601013504","04/08/14","D2L Western Challenge","Alliance","C9","DIRE","Group Stage","1","40.98","17 - 33"
"600875129","04/08/14","D2L Western Challenge","Empire","Alliance","RADIANT","Group Stage","2","30.72","17 - 10"
"600800887","04/08/14","D2L Western Challenge","Alliance","Empire","DIRE","Group Stage","1","33.35","7 - 21"
"599633031","04/07/14","DreamLeague Season 1 Prelims","SIGMA.int","Alliance","DIRE","Group Stage","1","41.85","24 - 30"
"589157786","03/31/14","DreamLeague Season 1 Prelims","VP","Alliance","RADIANT","Group Stage","1","36.65","32 - 16"
"589072947","03/31/14","DreamLeague Season 1 Prelims","MYM 2","Alliance","DIRE","Group Stage","1","40.38","14 - 37"
"585494009","03/29/14","StarSeries IX Prelims: Europe","Empire","Alliance","RADIANT","Group Stage","1","31.60","20 - 7"
"584015812","03/28/14","D2CL 2","NaVi","Alliance","RADIANT","Semifinals","5","27.53","33 - 8"
"583924864","03/28/14","D2CL 2","Alliance","NaVi","RADIANT","Semifinals","4","46.57","42 - 23"
"583845655","03/28/14","D2CL 2","Alliance","NaVi","RADIANT","Semifinals","3","30.62","24 - 10"
"583783006","03/28/14","D2CL 2","NaVi","Alliance","RADIANT","Semifinals","2","16.67","17 - 2"
"583654256","03/28/14","D2CL 2","Alliance","NaVi","DIRE","Semifinals","1","50.58","41 - 35"
"582286120","03/27/14","StarSeries IX Prelims: Europe","Alliance","SIGMA.int","RADIANT","Group Stage","1","25.92","33 - 15"
"577907481","03/24/14","StarSeries IX Prelims: Europe","Ahead","Alliance","DIRE","Group Stage","1","26.67","14 - 27"
"576042443","03/23/14","StarSeries IX Prelims: Europe","Alliance","Power Rangers","RADIANT","Group Stage","1","38.10","23 - 11"
"571059810","03/20/14","StarSeries IX Prelims: Europe","Alliance","Relax","DIRE","Group Stage","1","57.35","33 - 45"
"570962194","03/20/14","StarSeries IX Prelims: Europe","Alliance","MYM 2","RADIANT","Group Stage","1","31.63","39 - 26"
"569607667","03/19/14","StarSeries IX Prelims: Europe","Alliance","VP","RADIANT","Group Stage","1","30.13","31 - 10"
"568394580","03/18/14","DreamLeague Season 1 Prelims","Alliance","C9","DIRE","Group Stage","1","40.80","18 - 29"
"567112369","03/17/14","D2CL 2","Alliance","VP","RADIANT","Quarterfinals","4","25.53","14 - 4"
"567081398","03/17/14","D2CL 2","Alliance","VP","RADIANT","Quarterfinals","3","28.73","23 - 12"
"567018954","03/17/14","D2CL 2","VP","Alliance","RADIANT","Quarterfinals","2","55.65","50 - 48"
"566987770","03/17/14","D2CL 2","Alliance","VP","RADIANT","Quarterfinals","1","34.97","26 - 19"
"566890241","03/17/14","StarSeries IX Prelims: Europe","Fnatic.EU","Alliance","DIRE","Group Stage","1","56.13","27 - 35"
"561068032","03/13/14","StarSeries IX Prelims: Europe","C9","Alliance","RADIANT","Group Stage","1","35.90","23 - 16"
"561021561","03/13/14","StarSeries IX Prelims: Europe","The Retry","Alliance","DIRE","Group Stage","1","34.03","30 - 49"
"560950215","03/13/14","StarSeries IX Prelims: Europe","NEXT.kz","Alliance","DIRE","Group Stage","1","28.57","12 - 34"
"560867218","03/13/14","StarSeries IX Prelims: Europe","Alliance","RoX.KIS","RADIANT","Group Stage","1","21.67","19 - 11"
"559573652","03/12/14","StarSeries IX Prelims: Europe","NaVi","Alliance","RADIANT","Group Stage","1","25.12","23 - 11"
"558503538","03/11/14","DreamLeague Season 1 Prelims","Liquid","Alliance","DIRE","Group Stage","1","21.30","4 - 16"
"557162694","03/10/14","D2CL 2","RoX.KIS","Alliance","DIRE","Group Stage","2","21.98","14 - 33"
"557106666","03/10/14","D2CL 2","Alliance","RoX.KIS","RADIANT","Group Stage","1","22.37","16 - 10"
"549803852","03/05/14","StarSeries IX Prelims: Europe","QInsane","Alliance","DIRE","Group Stage","1","34.50","23 - 42"
"549665595","03/05/14","StarSeries IX Prelims: Europe","Aware 2","Alliance","DIRE","Group Stage","1","42.10","23 - 36"
